now_us,bytes_acked,mss,rtt_us,tp_delivered_rate,tp_rate_interval_us,tp_delivered,lost,retrans,app_limited
7561301,1852128,1308,1039701,708,1172902,1417,0,0,0
7561319,1853436,1308,1038095,709,1172902,1418,0,0,0
7561338,1854744,1308,1038114,710,1174526,1419,0,0,0
7561376,1856052,1308,1036529,711,1174526,1420,0,0,0
7561410,1857360,1308,1036563,712,1176149,1421,0,0,0
7561430,1858668,1308,1034959,713,1176149,1422,0,0,0
7561449,1859976,1308,1034978,714,1177773,1423,0,0,0
7561468,1861284,1308,1033374,715,1177773,1424,0,0,0
7561486,1862592,1308,1033392,716,1179396,1425,0,0,0
7561505,1863900,1308,1022753,717,1179396,1426,0,0,0
7561523,1865208,1308,1022771,717,1190054,1427,0,0,0
7561542,1866516,1308,1021978,718,1190054,1428,0,0,0
7561573,1867824,1308,1022009,718,1187163,1429,0,0,0
7561594,1869132,1308,1020403,719,1187163,1430,0,0,0
7561616,1870440,1308,1020425,716,1181684,1431,0,0,0
7561636,1871748,1308,1018820,717,1181684,1432,0,0,0
7561654,1873056,1308,1018027,716,1179756,1433,0,0,0
7561673,1874364,1308,1018046,717,1180567,1434,0,0,0
7561692,1875672,1308,1016443,718,1180567,1435,0,0,0
7561710,1876980,1308,1016461,719,1182189,1436,0,0,0
7561741,1878288,1308,1014871,720,1182189,1437,0,0,0
7561760,1879596,1308,1014890,721,1183810,1438,0,0,0
7561779,1880904,1308,1013287,722,1183810,1439,0,0,0
7561797,1882212,1308,1013305,723,1185432,1440,0,0,0
7561816,1883520,1308,1002743,724,1185432,1441,0,0,0
7579010,1884828,1308,1019937,724,1196013,1442,0,0,0
7579085,1886136,1308,1019201,725,1196013,1443,0,0,0
7579115,1887444,1308,1019231,725,1193271,1444,0,0,0
7579136,1890060,1308,1017629,726,1193271,1446,0,0,0
7579159,1891368,1308,1016029,727,1194894,1447,0,0,0
7579384,1892676,1308,1016254,727,1193165,1448,0,0,0
7579407,1893984,1308,1014655,728,1193165,1449,0,0,0
7594112,1895292,1308,1029360,717,1174678,1450,0,0,0
7594153,1896600,1308,1027809,718,1174678,1451,0,0,0
7594175,1897908,1308,1027831,719,1176270,1452,0,0,0
7594195,1899216,1308,1026259,720,1176270,1453,0,0,0
7598987,1900524,1308,1031051,721,1177862,1454,0,0,0
7599025,1901832,1308,1029497,722,1177862,1455,0,0,0
7599051,1903140,1308,1029523,723,1179454,1456,0,0,0
7599070,1904448,1308,1027950,724,1179454,1457,0,0,0
7599089,1905756,1308,1027173,725,1181046,1458,0,0,0
7599108,1907064,1308,1027192,726,1181842,1459,0,0,0
7599165,1908372,1308,1025657,727,1181842,1460,0,0,0
7603769,1909680,1308,1030261,728,1183434,1461,0,0,0
7614194,1910988,1308,1039094,729,1183434,1462,0,0,0
7614237,1912296,1308,1039137,730,1185026,1463,0,0,0
7614260,1913604,1308,1037567,731,1185026,1464,0,0,0
7614300,1914912,1308,1037607,732,1186619,1465,0,0,0
7614321,1916220,1308,1036036,733,1186619,1466,0,0,0
7618814,1917528,1308,1040529,734,1188211,1467,0,0,0
7618868,1918836,1308,1038991,735,1188211,1468,0,0,0
7618891,1920144,1308,1039014,736,1189803,1469,0,0,0
7619064,1922760,1308,1037595,737,1189803,1471,0,0,0
7619085,1925376,1308,1036024,739,1191395,1473,0,0,0
7624322,1926684,1308,1039675,737,1187960,1474,0,0,0
7624457,1927992,1308,1039810,732,1179491,1475,0,0,0
7624492,1929300,1308,1038273,733,1179491,1476,0,0,0
7624511,1930608,1308,1038292,734,1181063,1477,0,0,0
7624531,1931916,1308,1036741,735,1181063,1478,0,0,0
7624686,1933224,1308,1036896,736,1182634,1479,0,0,0
7624708,1934532,1308,1035346,737,1182634,1480,0,0,0
7639253,1935840,1308,1049891,738,1184206,1481,0,0,0
7639383,1937148,1308,1048449,739,1184206,1482,0,0,0
7641501,1938456,1308,1049781,740,1185778,1483,0,0,0
7641601,1939764,1308,1049881,741,1186564,1484,0,0,0
7641651,1941072,1308,1048360,742,1186564,1485,0,0,0
7641686,1942380,1308,1048395,743,1188135,1486,0,0,0
7641713,1943688,1308,1046850,744,1188135,1487,0,0,0
7641740,1944996,1308,1046877,745,1189707,1488,0,0,0
7641767,1946304,1308,1045332,746,1189707,1489,0,0,0
7641794,1947612,1308,1045359,747,1191279,1490,0,0,0
7641837,1948920,1308,1043830,748,1191279,1491,0,0,0
7641864,1950228,1308,1043857,749,1192851,1492,0,0,0
7641891,1951536,1308,1042313,750,1192851,1493,0,0,0
7641920,1952844,1308,1042342,750,1191071,1494,0,0,0
7641948,1955460,1308,1040798,751,1191071,1496,0,0,0
7641979,1958076,1308,1039259,752,1192643,1498,0,0,0
7642005,1959384,1308,1037716,752,1191322,1499,0,0,0
7642031,1960692,1308,1037742,751,1190001,1500,0,0,0
7642073,1962000,1308,1036220,752,1190001,1501,0,0,0
7642104,1963308,1308,1036251,753,1191565,1502,0,0,0
7642130,1964616,1308,1034712,754,1191565,1503,0,0,0
7642156,1965924,1308,1034738,755,1193130,1504,0,0,0
7642183,1967232,1308,1023143,756,1193130,1505,0,0,0
7642212,1968540,1308,1023172,756,1201861,1506,0,0,0
7642239,1969848,1308,1022416,757,1201861,1507,0,0,0
7642266,1971156,1308,1021661,758,1202644,1508,0,0,0
7642303,1972464,1308,1021698,758,1203426,1509,0,0,0
7642330,1973772,1308,1020159,759,1203426,1510,0,0,0
7642363,1975080,1308,1020192,754,1196321,1511,0,0,0
7642391,1976388,1308,1018661,755,1196321,1512,0,0,0
7642418,1977696,1308,1018688,753,1193885,1513,0,0,0
7644041,1979004,1308,1018759,754,1193885,1514,0,0,0
7658322,1980312,1308,1033040,755,1195437,1515,0,0,0
7659472,1981620,1308,1032638,756,1195437,1516,0,0,0
7659538,1982928,1308,1032704,757,1196989,1517,0,0,0
7659570,1984236,1308,1031184,758,1196989,1518,0,0,0
7659598,1985544,1308,1031212,759,1198541,1519,0,0,0
7659631,1986852,1308,1029693,760,1198541,1520,0,0,0
7659657,1988160,1308,1029719,761,1200093,1521,0,0,0
7659684,1989468,1308,1028194,762,1200093,1522,0,0,0
7661740,1990776,1308,1030250,763,1201645,1523,0,0,0
7661799,1992084,1308,1028757,764,1201645,1524,0,0,0
7661835,1993392,1308,1028793,765,1203197,1525,0,0,0
7661869,1994700,1308,1027275,766,1203197,1526,0,0,0
7661895,1996008,1308,1027301,767,1204749,1527,0,0,0
7661922,1997316,1308,1022682,768,1204749,1528,0,0,0
7661949,1998624,1308,1022709,768,1206731,1529,0,0,0
7661975,1999932,1308,1021959,769,1206731,1530,0,0,0
7662017,2001240,1308,1022001,769,1207507,1531,0,0,0
7662048,2002548,1308,1020480,770,1207507,1532,0,0,0
7662075,2003856,1308,1019733,766,1201069,1533,0,0,0
7662101,2005164,1308,1019759,767,1201843,1534,0,0,0
7662128,2007780,1308,1018240,768,1201843,1536,0,0,0
7662155,2009088,1308,1016721,770,1203389,1537,0,0,0
7662183,2010396,1308,1016749,771,1204935,1538,0,0,0
7662210,2013012,1308,1015229,772,1204935,1540,0,0,0
7678367,2014320,1308,1024720,774,1206482,1541,0,0,0
7678451,2015628,1308,1024804,774,1213148,1542,0,0,0
7678509,2016936,1308,1024088,775,1213148,1543,0,0,0
7678547,2018244,1308,1024126,775,1211259,1544,0,0,0
7678577,2019552,1308,1022610,776,1211259,1545,0,0,0
7678603,2020860,1308,1022636,775,1210142,1546,0,0,0
7678653,2022168,1308,1021141,776,1210142,1547,0,0,0
7684038,2023476,1308,1026526,777,1211687,1548,0,0,0
7699081,2024784,1308,1040024,778,1211687,1549,0,0,0
7700851,2026092,1308,1041794,778,1213232,1550,0,0,0
7700917,2027400,1308,1040316,779,1213232,1551,0,0,0
7700950,2028708,1308,1040349,778,1212308,1552,0,0,0
7700971,2031324,1308,1038829,779,1212308,1554,0,0,0
7700991,2033940,1308,1037308,781,1213849,1556,0,0,0
7701013,2035248,1308,1035796,779,1210456,1557,0,0,0
7701032,2036556,1308,1035048,780,1211990,1558,0,0,0
7701051,2037864,1308,1035067,781,1212757,1559,0,0,0
7701085,2039172,1308,1033567,782,1212757,1560,0,0,0
7701118,2040480,1308,1033600,783,1214291,1561,0,0,0
7701131,2041788,1308,1032078,784,1214291,1562,0,0,0
7701143,2043096,1308,1032090,785,1215826,1563,0,0,0
7701155,2044404,1308,1022513,786,1215826,1564,0,0,0
7701169,2045712,1308,1022527,786,1222948,1565,0,0,0
7702971,2047020,1308,1023562,787,1222948,1566,0,0,0
7702989,2048328,1308,1023580,787,1223715,1567,0,0,0
7703003,2049636,1308,1022058,788,1223715,1568,0,0,0
7703032,2050944,1308,1022087,784,1219083,1569,0,0,0
7703046,2052252,1308,1020571,785,1219083,1570,0,0,0
7703060,2053560,1308,1020585,786,1220613,1571,0,0,0
7703072,2054868,1308,1019066,787,1220613,1572,0,0,0
7703085,2056176,1308,1019079,788,1222144,1573,0,0,0
7703098,2057484,1308,1017561,789,1222144,1574,0,0,0
7704235,2058792,1308,1018698,790,1223675,1575,0,0,0
7704252,2060100,1308,1017184,791,1223675,1576,0,0,0
7704265,2061408,1308,1017197,792,1225206,1577,0,0,0
7704278,2062716,1308,1003837,793,1225206,1578,0,0,0
7704291,2064024,1308,1003850,793,1236112,1579,0,0,0
7704305,2065332,1308,1003098,794,1236112,1580,0,0,0
7704337,2066640,1308,1003130,794,1236878,1581,0,0,0
7716463,2067948,1308,1013723,795,1236878,1582,0,0,0
7716488,2069256,1308,1012981,795,1235944,1583,0,0,0
7716526,2070564,1308,1013019,795,1236711,1584,0,0,0
7716541,2071872,1308,1011500,796,1236711,1585,0,0,0
7716554,2073180,1308,1011513,792,1231226,1586,0,0,0
7719106,2074488,1308,1012536,793,1231226,1587,0,0,0
7719133,2075796,1308,1012563,794,1232755,1588,0,0,0
7722939,2077104,1308,1014840,795,1232755,1589,0,0,0
7723900,2078412,1308,1015801,796,1234284,1590,0,0,0
7738947,2079720,1308,1029320,797,1234284,1591,0,0,0
7740827,2081028,1308,1031200,798,1235812,1592,0,0,0
7740931,2082336,1308,1029775,799,1235812,1593,0,0,0
7740968,2083644,1308,1029812,800,1237341,1594,0,0,0
7741006,2084952,1308,1024753,801,1237341,1595,0,0,0
7741040,2086260,1308,1024787,801,1242438,1596,0,0,0
7741071,2087568,1308,1024053,802,1242438,1597,0,0,0
7741098,2088876,1308,1024080,802,1240863,1598,0,0,0
7741124,2090184,1308,1022577,803,1240863,1599,0,0,0
7741167,2091492,1308,1022620,800,1237712,1600,0,0,0
7741195,2092800,1308,1021122,801,1237712,1601,0,0,0
7741229,2094108,1308,1021156,801,1239238,1602,0,0,0
7741256,2095416,1308,1019659,802,1239238,1603,0,0,0
7741282,2096724,1308,1019685,803,1240762,1604,0,0,0
7741308,2098032,1308,1018186,804,1240762,1605,0,0,0
7741338,2099340,1308,1018216,805,1242287,1606,0,0,0
7741375,2100648,1308,1016729,806,1242287,1607,0,0,0
7741417,2101956,1308,1016009,807,1243811,1608,0,0,0
7741444,2103264,1308,1016036,808,1244573,1609,0,0,0
7741471,2104572,1308,1001406,809,1244573,1610,0,0,0
7741498,2105880,1308,1001433,809,1256890,1611,0,0,0
7741524,2107188,1308,1000426,810,1256890,1612,0,0,0
7741551,2108496,1308,1000453,810,1257923,1613,0,0,0
7741577,2109804,1308,999221,811,1257923,1614,0,0,0
7741604,2111112,1308,999248,811,1256959,1615,0,0,0
7741646,2112420,1308,997762,812,1256959,1616,0,0,0
7741673,2113728,1308,997789,807,1252933,1617,0,0,0
7741699,2115036,1308,996290,808,1252933,1618,0,0,0
7741725,2116344,1308,996316,809,1254458,1619,0,0,0
7741753,2117652,1308,994820,810,1254458,1620,0,0,0
7741778,2118960,1308,994845,811,1255982,1621,0,0,0
7759955,2120268,1308,1011497,812,1255982,1622,0,0,0
7759988,2121576,1308,1011530,813,1257507,1623,0,0,0
7759997,2122884,1308,1010015,814,1257507,1624,0,0,0
7760006,2124192,1308,1010024,815,1259031,1625,0,0,0
7760013,2125500,1308,1008506,816,1259031,1626,0,0,0
7760019,2126808,1308,1008512,817,1260556,1627,0,0,0
7760868,2128116,1308,1001592,818,1260556,1628,0,0,0
7760889,2129424,1308,1001613,818,1266103,1629,0,0,0
7798865,2130732,1308,1038826,819,1266103,1630,0,0,0
7798976,2132040,1308,1038937,819,1266866,1631,0,0,0
7801007,2133348,1308,1039442,820,1266866,1632,0,0,0
7801122,2134656,1308,1038795,817,1263949,1633,0,0,0
7801165,2135964,1308,1038838,818,1264711,1634,0,0,0
7801195,2137272,1308,1037343,819,1264711,1635,0,0,0
7801222,2138580,1308,1037370,819,1264014,1636,0,0,0
7801249,2139888,1308,1035874,820,1264014,1637,0,0,0
7801275,2141196,1308,1035900,821,1265537,1638,0,0,0
7801337,2143812,1308,1034439,822,1265537,1640,0,0,0
7801384,2145120,1308,1032963,824,1267060,1641,0,0,0
7801413,2146428,1308,1032992,822,1266403,1642,0,0,0
7801439,2147736,1308,1031498,823,1266403,1643,0,0,0
7801465,2149044,1308,1031524,824,1267923,1644,0,0,0
7801492,2150352,1308,1030031,825,1267923,1645,0,0,0
7801520,2151660,1308,1030059,826,1269443,1646,0,0,0
7801558,2152968,1308,1022468,827,1269443,1647,0,0,0
7801597,2154276,1308,1022507,827,1274893,1648,0,0,0
7801624,2155584,1308,1021774,828,1274893,1649,0,0,0
7801651,2156892,1308,1021801,828,1275653,1650,0,0,0
7801678,2158200,1308,1020307,829,1275653,1651,0,0,0
7801704,2159508,1308,1020333,825,1270743,1652,0,0,0
7801730,2160816,1308,1018842,826,1270743,1653,0,0,0
7801756,2162124,1308,1018868,827,1272260,1654,0,0,0
7801786,2163432,1308,1017381,828,1272260,1655,0,0,0
7801824,2164740,1308,1017419,829,1273777,1656,0,0,0
7801851,2166048,1308,1015929,830,1273777,1657,0,0,0
7803290,2168664,1308,1016610,831,1275294,1659,0,0,0
7803351,2169972,1308,1015154,833,1276052,1660,0,0,0
7803384,2171280,1308,1015187,834,1277569,1661,0,0,0
7803417,2172588,1308,1006311,835,1277569,1662,0,0,0
7803443,2173896,1308,1006337,835,1286478,1663,0,0,0
7803470,2175204,1308,1005605,836,1286478,1664,0,0,0
7803497,2176512,1308,1005632,835,1285094,1665,0,0,0
7803526,2177820,1308,1004144,836,1285094,1666,0,0,0
7803625,2179128,1308,1004243,836,1284468,1667,0,0,0
7803656,2180436,1308,1002758,837,1284468,1668,0,0,0
7803683,2181744,1308,1002785,835,1282769,1669,0,0,0
7819192,2183052,1308,1016779,836,1282769,1670,0,0,0
7819400,2184360,1308,1016987,836,1284284,1671,0,0,0
7819435,2185668,1308,1015509,837,1284284,1672,0,0,0
7819462,2186976,1308,1015536,838,1285797,1673,0,0,0
7821545,2188284,1308,1016105,839,1285797,1674,0,0,0
7821611,2189592,1308,1016171,840,1287311,1675,0,0,0
7821643,2190900,1308,1014690,841,1287311,1676,0,0,0
7821673,2192208,1308,1014720,841,1286680,1677,0,0,0
7821706,2193516,1308,1013240,842,1286680,1678,0,0,0
7821733,2194824,1308,1013267,843,1288193,1679,0,0,0
7821760,2196132,1308,1000166,844,1288193,1680,0,0,0
7821789,2197440,1308,1000195,844,1301321,1681,0,0,0
7821831,2198748,1308,999480,845,1301321,1682,0,0,0
7821859,2200056,1308,998750,845,1299935,1683,0,0,0
7821887,2201364,1308,998778,845,1300693,1684,0,0,0
7821918,2202672,1308,997293,846,1300693,1685,0,0,0
7821945,2203980,1308,997320,842,1295897,1686,0,0,0
7821971,2205288,1308,995832,843,1295897,1687,0,0,0
7821997,2206596,1308,995858,844,1297411,1688,0,0,0
7822025,2207904,1308,994372,845,1297411,1689,0,0,0
7822071,2209212,1308,994418,846,1298925,1690,0,0,0
7822099,2210520,1308,992932,847,1298925,1691,0,0,0
7822125,2211828,1308,992958,848,1300439,1692,0,0,0
7822152,2213136,1308,991472,849,1300439,1693,0,0,0
7822180,2214444,1308,991500,850,1301952,1694,0,0,0
7822206,2215752,1308,982586,851,1301952,1695,0,0,0
7822232,2217060,1308,982612,851,1310892,1696,0,0,0
7822259,2218368,1308,981882,852,1310892,1697,0,0,0
7822294,2219676,1308,981917,852,1309565,1698,0,0,0
7823965,2222292,1308,982072,853,1309565,1700,0,0,0
7824016,2223600,1308,980608,852,1308996,1701,0,0,0
7837014,2224908,1308,993606,851,1308427,1702,0,0,0
7837108,2226216,1308,992186,852,1308427,1703,0,0,0
7837160,2227524,1308,992238,853,1309941,1704,0,0,0
7837191,2228832,1308,990756,854,1309941,1705,0,0,0
7837220,2230140,1308,990785,855,1311454,1706,0,0,0
7837266,2231448,1308,989317,856,1311454,1707,0,0,0
7837298,2232756,1308,988592,857,1312968,1708,0,0,0
7856899,2234064,1308,1008193,858,1313725,1709,0,0,0
7857001,2236680,1308,982861,859,1313725,1711,0,0,0
7857045,2237988,1308,982147,860,1337075,1712,0,0,0
7857074,2239296,1308,982176,860,1337833,1713,0,0,0
7857101,2240604,1308,980683,861,1337833,1714,0,0,0
7857519,2241912,1308,981101,861,1337269,1715,0,0,0
7861199,2244528,1308,982662,862,1337269,1717,0,0,0
7861303,2245836,1308,981838,863,1339388,1718,0,0,0
7861344,2247144,1308,981879,863,1338294,1719,0,0,0
7861374,2248452,1308,980383,864,1338294,1720,0,0,0
7861401,2249760,1308,980410,859,1334765,1721,0,0,0
7861429,2251068,1308,978913,860,1334765,1722,0,0,0
7861455,2252376,1308,978939,855,1330224,1723,0,0,0
7861482,2253684,1308,977450,856,1330224,1724,0,0,0
7861524,2254992,1308,977492,857,1331740,1725,0,0,0
7861552,2256300,1308,976005,858,1331740,1726,0,0,0
7861580,2257608,1308,976033,859,1333255,1727,0,0,0
7861606,2258916,1308,974543,860,1333255,1728,0,0,0
7861632,2260224,1308,974569,861,1334771,1729,0,0,0
7861658,2261532,1308,973080,862,1334771,1730,0,0,0
7861687,2262840,1308,973109,863,1336286,1731,0,0,0
7861719,2264148,1308,971626,864,1336286,1732,0,0,0
7861764,2265456,1308,970913,865,1337801,1733,0,0,0
7861791,2266764,1308,970940,866,1338559,1734,0,0,0
7861819,2268072,1308,969452,867,1338559,1735,0,0,0
7861845,2269380,1308,969478,868,1340075,1736,0,0,0
7861874,2270688,1308,967992,869,1340075,1737,0,0,0
7861900,2271996,1308,968018,870,1341590,1738,0,0,0
7862231,2273304,1308,966833,871,1341590,1739,0,0,0
7862281,2274612,1308,966883,872,1343106,1740,0,0,0
7862330,2275920,1308,965417,873,1343106,1741,0,0,0
7878814,2277228,1308,981901,874,1344621,1742,0,0,0
7878918,2278536,1308,979511,875,1344621,1743,0,0,0
7878954,2279844,1308,979547,875,1345093,1744,0,0,0
7878992,2281152,1308,977504,876,1345093,1745,0,0,0
7879025,2282460,1308,977537,876,1347174,1746,0,0,0
7879054,2283768,1308,976808,877,1347174,1747,0,0,0
7879080,2285076,1308,976834,877,1345910,1748,0,0,0
7884774,2286384,1308,981010,878,1345910,1749,0,0,0
7899176,2287692,1308,995412,875,1343384,1750,0,0,0
7899282,2289000,1308,994004,876,1343384,1751,0,0,0
7899320,2290308,1308,994042,875,1342876,1752,0,0,0
7899357,2291616,1308,992567,876,1342876,1753,0,0,0
7899390,2292924,1308,992600,877,1344388,1754,0,0,0
7899418,2294232,1308,991115,878,1344388,1755,0,0,0
7899448,2295540,1308,991145,879,1345901,1756,0,0,0
7899475,2296848,1308,989660,880,1345901,1757,0,0,0
7901095,2298156,1308,990524,881,1347413,1758,0,0,0
7901146,2299464,1308,990575,882,1348169,1759,0,0,0
7901177,2300772,1308,989094,883,1348169,1760,0,0,0
7901209,2302080,1308,989126,884,1349681,1761,0,0,0
7901239,2303388,1308,981851,885,1349681,1762,0,0,0
7901305,2304696,1308,981917,885,1356986,1763,0,0,0
7901332,2306004,1308,981187,886,1356986,1764,0,0,0
7901369,2307312,1308,981224,886,1355721,1765,0,0,0
7901396,2308620,1308,979738,887,1355721,1766,0,0,0
7901422,2309928,1308,979764,883,1352281,1767,0,0,0
7901448,2311236,1308,978279,884,1352281,1768,0,0,0
7901475,2312544,1308,978306,885,1353792,1769,0,0,0
7901505,2313852,1308,976826,886,1353792,1770,0,0,0
7901544,2315160,1308,976865,887,1355302,1771,0,0,0
7901571,2317776,1308,975382,888,1355302,1773,0,0,0
7901598,2320392,1308,973899,890,1356812,1775,0,0,0
7901626,2323008,1308,960353,892,1358322,1777,0,0,0
7901652,2324316,1308,959623,893,1371896,1778,0,0,0
7901678,2325624,1308,959649,893,1370671,1779,0,0,0
7903166,2326932,1308,959624,894,1370671,1780,0,0,0
7903215,2328240,1308,959673,887,1364260,1781,0,0,0
7903513,2329548,1308,958462,888,1364260,1782,0,0,0
7903563,2330856,1308,957757,889,1365769,1783,0,0,0
7916503,2332164,1308,970697,890,1366524,1784,0,0,0
7916571,2333472,1308,969256,891,1366524,1785,0,0,0
7916626,2334780,1308,969311,892,1368033,1786,0,0,0
7916657,2336088,1308,967833,893,1368033,1787,0,0,0
7916688,2337396,1308,967864,894,1369542,1788,0,0,0
7916715,2338704,1308,966382,895,1369542,1789,0,0,0
7916741,2340012,1308,966408,896,1371051,1790,0,0,0
7924055,2341320,1308,972213,897,1371051,1791,0,0,0
7924158,2342628,1308,972316,898,1372560,1792,0,0,0
7939645,2343936,1308,986294,899,1372560,1793,0,0,0
7939749,2345244,1308,986398,900,1374069,1794,0,0,0
7939791,2346552,1308,981391,901,1374069,1795,0,0,0
7939820,2347860,1308,981420,901,1379118,1796,0,0,0
7939848,2349168,1308,980694,902,1379118,1797,0,0,0
7939874,2350476,1308,980720,902,1377933,1798,0,0,0
7939926,2351784,1308,979262,903,1377933,1799,0,0,0
7939960,2353092,1308,979296,902,1377504,1800,0,0,0
7940517,2355708,1308,978343,903,1377504,1802,0,0,0
7940569,2358324,1308,976887,903,1377074,1804,0,0,0
7940600,2359632,1308,975410,905,1378582,1805,0,0,0
7940630,2360940,1308,975440,906,1380090,1806,0,0,0
7940658,2362248,1308,973960,907,1380090,1807,0,0,0
7940686,2363556,1308,973235,904,1377720,1808,0,0,0
7940712,2364864,1308,973261,905,1378473,1809,0,0,0
7940766,2366172,1308,971811,906,1378473,1810,0,0,0
7940794,2367480,1308,971839,907,1379977,1811,0,0,0
7940822,2368788,1308,970362,908,1379977,1812,0,0,0
7940848,2370096,1308,970388,909,1381482,1813,0,0,0
7940874,2371404,1308,968910,910,1381482,1814,0,0,0
7940900,2372712,1308,968936,911,1382986,1815,0,0,0
7942692,2374020,1308,963293,912,1382986,1816,0,0,0
7942792,2375328,1308,963393,912,1390421,1817,0,0,0
7942825,2376636,1308,962673,913,1390421,1818,0,0,0
7942856,2377944,1308,962704,913,1389235,1819,0,0,0
7942883,2379252,1308,961225,914,1389235,1820,0,0,0
7942929,2380560,1308,961271,913,1388802,1821,0,0,0
7942957,2381868,1308,959794,914,1388802,1822,0,0,0
7942986,2383176,1308,959823,912,1387398,1823,0,0,0
7961647,2384484,1308,976982,913,1387398,1824,0,0,0
7961709,2385792,1308,977044,914,1388900,1825,0,0,0
7961734,2387100,1308,975567,915,1388900,1826,0,0,0
7961753,2388408,1308,975586,916,1390402,1827,0,0,0
7961772,2389716,1308,974103,917,1390402,1828,0,0,0
7961791,2391024,1308,974122,918,1391904,1829,0,0,0
7962236,2392332,1308,963563,919,1391904,1830,0,0,0
7963539,2393640,1308,964866,919,1402908,1831,0,0,0
7963565,2394948,1308,964140,920,1402908,1832,0,0,0
7963588,2396256,1308,963411,920,1401721,1833,0,0,0
7963608,2397564,1308,963431,920,1402473,1834,0,0,0
7978637,2398872,1308,976955,921,1402473,1835,0,0,0
7978717,2400180,1308,977035,921,1402039,1836,0,0,0
7978749,2401488,1308,975563,922,1402039,1837,0,0,0
7978770,2402796,1308,975584,918,1399664,1838,0,0,0
7978790,2404104,1308,974104,919,1399664,1839,0,0,0
7979131,2405412,1308,974445,920,1401164,1840,0,0,0
7979162,2406720,1308,972977,921,1401164,1841,0,0,0
7979181,2408028,1308,972996,922,1402663,1842,0,0,0
7980900,2409336,1308,973215,923,1402663,1843,0,0,0
7980962,2410644,1308,973277,919,1398426,1844,0,0,0
7980982,2411952,1308,971803,920,1398426,1845,0,0,0
7981002,2413260,1308,971823,921,1399920,1846,0,0,0
7981021,2414568,1308,970349,922,1399920,1847,0,0,0
7981040,2415876,1308,970368,923,1401413,1848,0,0,0
7981058,2417184,1308,968892,924,1401413,1849,0,0,0
7981077,2418492,1308,968911,925,1402907,1850,0,0,0
7981096,2419800,1308,967436,926,1402907,1851,0,0,0
7981126,2421108,1308,967466,927,1404401,1852,0,0,0
7981145,2422416,1308,965991,928,1404401,1853,0,0,0
7981164,2423724,1308,966010,929,1405895,1854,0,0,0
7981183,2425032,1308,964535,930,1405895,1855,0,0,0
7981203,2426340,1308,964555,931,1407389,1856,0,0,0
7981222,2427648,1308,963080,932,1407389,1857,0,0,0
7981241,2428956,1308,961781,933,1408883,1858,0,0,0
7981260,2430264,1308,961800,933,1410201,1859,0,0,0
7981287,2431572,1308,960904,934,1410201,1860,0,0,0
7981523,2432880,1308,961140,934,1409211,1861,0,0,0
7981548,2434188,1308,959670,935,1409211,1862,0,0,0
7998947,2435496,1308,977069,932,1406881,1863,0,0,0
7999030,2436804,1308,975660,933,1406881,1864,0,0,0
7999068,2438112,1308,975698,934,1408373,1865,0,0,0
7999105,2439420,1308,974243,935,1408373,1866,0,0,0
7999133,2440728,1308,974271,936,1409865,1867,0,0,0
7999160,2442036,1308,972806,937,1409865,1868,0,0,0
7999210,2443344,1308,972856,938,1411357,1869,0,0,0
8003212,2444652,1308,963748,939,1411357,1870,0,0,0
8003279,2445960,1308,963815,939,1424467,1871,0,0,0
8003357,2448576,1308,963146,940,1424467,1873,0,0,0
8018660,2451192,1308,976955,941,1423301,1875,0,0,0
8018763,2452500,1308,975563,939,1421927,1876,0,0,0
8018795,2453808,1308,975595,940,1423422,1877,0,0,0
8018824,2455116,1308,974130,941,1423422,1878,0,0,0
8018851,2456424,1308,974157,942,1424916,1879,0,0,0
8018878,2457732,1308,972689,943,1424916,1880,0,0,0
8018907,2459040,1308,972718,944,1426411,1881,0,0,0
8020696,2460348,1308,956909,945,1426411,1882,0,0,0
8020758,2461656,1308,939277,945,1442096,1883,0,0,0
8020789,2462964,1308,939308,945,1459790,1884,0,0,0
8020817,2464272,1308,938586,946,1459790,1885,0,0,0
8020844,2465580,1308,938613,946,1458628,1886,0,0,0
8020870,2466888,1308,937135,947,1458628,1887,0,0,0
8020898,2468196,1308,937163,933,1438635,1888,0,0,0
8020934,2469504,1308,935705,934,1438635,1889,0,0,0
8020975,2470812,1308,935746,935,1440129,1890,0,0,0
8021001,2472120,1308,934278,936,1440129,1891,0,0,0
8021028,2473428,1308,934305,937,1441623,1892,0,0,0
8021057,2474736,1308,932840,938,1441623,1893,0,0,0
8021083,2476044,1308,932866,939,1443117,1894,0,0,0
8021110,2477352,1308,931400,940,1443117,1895,0,0,0
8021136,2478660,1308,931426,941,1444610,1896,0,0,0
8021163,2479968,1308,929959,942,1444610,1897,0,0,0
8021203,2481276,1308,929999,943,1446104,1898,0,0,0
8021230,2482584,1308,928532,944,1446104,1899,0,0,0
8021256,2483892,1308,928558,945,1447598,1900,0,0,0
8021283,2485200,1308,927091,946,1447598,1901,0,0,0
8021309,2486508,1308,927117,947,1449092,1902,0,0,0
8021335,2487816,1308,925649,948,1449092,1903,0,0,0
8021361,2489124,1308,925675,949,1450586,1904,0,0,0
8021388,2491740,1308,924209,950,1450586,1906,0,0,0
8021428,2493048,1308,922762,945,1445653,1907,0,0,0
8021455,2495664,1308,922046,945,1445303,1909,0,0,0
8021482,2496972,1308,920588,947,1446046,1910,0,0,0
8021508,2498280,1308,920614,948,1447531,1911,0,0,0
