now_us,each_delv_MB,ss_status,lost_pkt,cwnd_MB,ssthresh_pkt,rtt_us,total_delv_B,total_retrans_pkt,total_sent_B
123876975,1308,1,0,11.60196,2147483647,58067330,11590188,0,23190840
123916440,1308,1,0,11.603268,2147483647,58106795,11591496,0,23193456
123916559,1308,1,0,11.604576,2147483647,58099914,11592804,0,23196072
123916639,1308,1,0,11.605884,2147483647,58099994,11594112,0,23198688
123961446,1308,1,0,11.607192,2147483647,58137814,11595420,0,23201304
123961556,1308,1,0,11.6085,2147483647,58137924,11596728,0,23203920
123998565,1308,1,0,11.609808,2147483647,58167947,11598036,0,23206536
123998686,1308,1,0,11.611115999999999,2147483647,58168068,11599344,0,23209152
124042187,1308,1,0,11.612423999999999,2147483647,58204582,11600652,0,23211768
124042299,1308,1,0,11.613731999999999,2147483647,58204694,11601960,0,23214384
124042353,1308,1,0,11.615039999999999,2147483647,58197762,11603268,0,23217000
124076742,1308,1,0,11.616348,2147483647,58232151,11604576,0,23219616
124076853,1308,1,0,11.617656,2147483647,58225276,11605884,0,23222232
124117214,1308,1,0,11.618964,2147483647,58265637,11607192,0,23224848
124156453,1308,1,0,11.620272,2147483647,58297902,11608500,0,23227464
124198536,1308,1,0,11.62158,2147483647,58339985,11609808,0,23230080
124198646,1308,1,0,11.622888,2147483647,58333122,11611116,0,23232696
124198701,1308,1,0,11.624196,2147483647,58333177,11612424,0,23235312
124241259,1308,1,0,11.625504,2147483647,58368762,11613732,0,23237928
124241365,1308,1,0,11.626812,2147483647,58368868,11615040,0,23240544
124241415,1308,1,0,11.62812,2147483647,58361945,11616348,0,23243160
124277077,1308,1,0,11.629427999999999,2147483647,58397607,11617656,0,23245776
124277189,1308,1,0,11.630735999999999,2147483647,58390745,11618964,0,23248392
124316891,1308,1,0,11.632043999999999,2147483647,58430447,11620272,0,23251008
124317001,1308,1,0,11.633352,2147483647,58423584,11621580,0,23253624
124317052,1308,1,0,11.63466,2147483647,58423635,11622888,0,23256240
124356693,1308,1,0,11.635968,2147483647,58456314,11624196,0,23258856
124356810,1308,1,0,11.637276,2147483647,58456431,11625504,0,23261472
124356863,2616,1,0,11.638584,2147483647,58449522,11628120,0,23264088
124402241,1308,1,0,11.6412,2147483647,58487937,11629428,0,23269320
124402352,1308,1,0,11.642508,2147483647,58488048,11630736,0,23271936
124439323,1308,1,0,11.643816,2147483647,58518057,11632044,0,23274552
124439430,1308,1,0,11.645124,2147483647,58518164,11633352,0,23277168
124439488,1308,1,0,11.646431999999999,2147483647,58511260,11634660,0,23279784
124478987,1308,1,0,11.647739999999999,2147483647,58550759,11635968,0,23282400
124479095,1308,1,0,11.649047999999999,2147483647,58543904,11637276,0,23285016
124479147,1308,1,0,11.650355999999999,2147483647,58543956,11638584,0,23287632
124516493,1308,1,0,11.651664,2147483647,58574350,11639892,0,23290248
124516602,1308,1,0,11.652972,2147483647,58574459,11641200,0,23292864
124516654,1308,1,0,11.65428,2147483647,58567558,11642508,0,23295480
124556786,1308,1,0,11.655588,2147483647,58607690,11643816,0,23298096
124556897,1308,1,0,11.656896,2147483647,58600848,11645124,0,23300712
124597072,1308,1,0,11.658204,2147483647,58641023,11646432,0,23303328
124597184,1308,1,0,11.659512,2147483647,58634183,11647740,0,23305944
124597242,1308,1,0,11.66082,2147483647,58634241,11649048,0,23308560
124639364,1308,1,0,11.662128,2147483647,58669410,11650356,0,23311176
124639472,1308,1,0,11.663435999999999,2147483647,58669518,11651664,0,23313792
124641459,1308,1,0,11.664743999999999,2147483647,58664552,11652972,0,23316408
124681100,1308,1,0,11.666051999999999,2147483647,58704193,11654280,0,23319024
124681213,1308,1,0,11.667359999999999,2147483647,58697358,11655588,0,23321640
124718220,1308,1,0,11.668668,2147483647,58734365,11656896,0,23324256
124718331,1308,1,0,11.669976,2147483647,58727527,11658204,0,23326872
124718383,1308,1,0,11.671284,2147483647,58727579,11659512,0,23329488
124761827,1308,1,0,11.672592,2147483647,58761618,11660820,0,23332104
124761940,1308,1,0,11.6739,2147483647,58761731,11662128,0,23334720
124761993,1308,1,0,11.675208,2147483647,58757292,11663436,0,23337336
124798078,1308,1,0,11.676516,2147483647,58793377,11664744,0,23339952
124798189,1308,1,0,11.677824,2147483647,58786541,11666052,0,23342568
124798244,1308,1,0,11.679132,2147483647,58786596,11667360,0,23345184
124841535,1308,1,0,11.680439999999999,2147483647,58804544,11668668,0,23347800
124841645,1308,1,0,11.681747999999999,2147483647,58804654,11669976,0,23350416
124881409,1308,1,0,11.683055999999999,2147483647,58840946,11671284,0,23353032
124881517,1308,1,0,11.684363999999999,2147483647,58841054,11672592,0,23355648
124881570,1308,1,0,11.685672,2147483647,58801879,11673900,0,23358264
124920880,1308,1,0,11.68698,2147483647,58841189,11675208,0,23360880
124920992,1308,1,0,11.688288,2147483647,58837829,11676516,0,23363496
124921258,1308,1,0,11.689596,2147483647,58838095,11677824,0,23366112
124961518,2616,1,0,11.690904,2147483647,58840044,11680440,0,23368728
124961642,1308,1,0,11.69352,2147483647,58836697,11681748,0,23373960
124997063,1308,1,0,11.694828,2147483647,58872118,11683056,0,23376576
124997176,1308,1,0,11.696136,2147483647,58865290,11684364,0,23379192
124997226,1308,1,0,11.697443999999999,2147483647,58865340,11685672,0,23381808
125038047,1308,1,0,11.698751999999999,2147483647,58899222,11686980,0,23384424
125038158,1308,1,0,11.700059999999999,2147483647,58899333,11688288,0,23387040
125038211,1308,1,0,11.701367999999999,2147483647,58892447,11689596,0,23389656
125076703,1308,1,0,11.702676,2147483647,58930939,11690904,0,23392272
125076833,1308,1,0,11.703984,2147483647,58915462,11692212,0,23394888
125076887,1308,1,0,11.705292,2147483647,58915516,11693520,0,23397504
125119152,1308,1,0,11.7066,2147483647,58954312,11694828,0,23400120
125119262,1308,1,0,11.707908,2147483647,58954422,11696136,0,23402736
125158528,1308,1,0,11.709216,2147483647,58956045,11697444,0,23405352
125158637,1308,1,0,11.710524,2147483647,58956154,11698752,0,23407968
125158693,1308,1,0,11.711832,2147483647,58952740,11700060,0,23410584
125196510,1308,1,0,11.71314,2147483647,58990557,11701368,0,23413200
125196622,1308,1,0,11.714447999999999,2147483647,58983731,11702676,0,23415816
125196673,1308,1,0,11.715755999999999,2147483647,58983782,11703984,0,23418432
